ts,oid,trader,side,type,price,qty
479.200000,5078,N11,sell,limit,100.18,17
479.300000,5079,N2,buy,limit,99.77,61
479.400000,5079,N2,buy,cancel,99.77,61
479.400000,5080,N2,buy,limit,99.76,99
479.500000,5081,N5,buy,limit,100.04,62
479.600000,5082,N8,sell,limit,100.17,27
479.600000,5083,N10,buy,market,,77
479.800000,5084,N12,buy,limit,99.85,97
480.000000,5085,N4,sell,limit,100.15,10
480.000000,5048,MM,sell,cancel,100.14,80
480.000000,5086,MM,buy,limit,100.05,80
480.000000,5087,MM,sell,limit,100.15,80
480.000000,5056,CB,buy,cancel,99.99,84
480.000000,5088,CB,buy,limit,100.07,38
480.200000,5080,N2,buy,cancel,99.76,99
480.200000,5089,N2,sell,limit,100.10,74
480.200000,5090,N8,buy,limit,100.00,45
480.300000,5091,N0,sell,limit,100.13,73
480.300000,5092,N3,buy,limit,100.02,51
480.400000,5093,N7,buy,limit,100.07,72
480.500000,5075,N4,buy,cancel,100.04,28
480.500000,5094,N4,buy,limit,100.05,32
480.500000,5095,N14,buy,limit,100.09,26
480.900000,5092,N3,buy,cancel,100.02,51
480.900000,5096,N3,buy,market,,81
481.000000,5097,N5,sell,market,,17
481.200000,5098,CA,buy,market,,20
481.300000,5070,N0,sell,cancel,100.12,78
481.300000,5099,N0,sell,market,,45
481.400000,5073,N13,buy,cancel,100.00,25
481.400000,5100,N13,buy,limit,99.78,81
481.600000,5101,N6,sell,market,,39
481.700000,5102,N1,buy,limit,100.06,66
481.800000,5103,N1,sell,market,,70
481.800000,5104,CB,sell,limit,100.11,62
481.900000,5105,N11,sell,limit,100.29,38
481.900000,5104,CB,sell,cancel,100.11,62
481.900000,5106,CB,sell,limit,100.09,48
482.000000,5107,N1,sell,limit,100.33,50
482.100000,5084,N12,buy,cancel,99.85,97
482.100000,5108,N12,sell,limit,100.10,87
482.400000,5109,N10,buy,limit,99.87,61
482.500000,5110,N14,sell,market,,80
482.600000,5105,N11,sell,cancel,100.29,38
482.600000,5111,N11,sell,limit,100.08,68
482.900000,5112,N1,buy,market,,88
482.900000,5113,N14,buy,market,,71
483.000000,5074,N1,buy,cancel,99.96,86
483.000000,5114,N1,sell,market,,58
483.000000,5051,N7,sell,cancel,100.21,10
483.000000,5115,N7,buy,market,,76
483.000000,5116,N12,sell,limit,100.02,40
483.000000,5087,MM,sell,cancel,100.15,80
483.000000,5117,MM,buy,limit,99.95,80
483.000000,5118,MM,sell,limit,100.05,80
483.200000,5068,N7,sell,cancel,100.37,54
483.200000,5119,N7,sell,limit,100.08,33
483.400000,5120,N1,buy,market,,83
483.400000,5071,N3,sell,cancel,100.14,29
483.400000,5121,N3,sell,limit,100.30,86
483.400000,5122,N9,sell,limit,100.05,31
483.500000,5123,N3,buy,market,,85
483.700000,5124,CA,sell,limit,100.16,71
483.800000,5125,N11,sell,limit,99.99,29
483.800000,5030,CB,buy,cancel,99.77,50
483.800000,5126,CB,buy,limit,99.70,63
483.900000,5091,N0,sell,cancel,100.13,73
483.900000,5127,N0,sell,limit,100.01,26
483.900000,5107,N1,sell,cancel,100.33,50
483.900000,5128,N1,sell,market,,56
483.900000,5041,N9,sell,cancel,100.36,88
483.900000,5129,N9,sell,limit,99.98,86
484.000000,5130,N6,sell,market,,85
484.000000,5126,CB,buy,cancel,99.70,63
484.000000,5131,CB,buy,limit,99.85,47
484.500000,5078,N11,sell,cancel,100.18,17
484.500000,5132,N11,buy,limit,100.00,62
484.600000,5133,N11,buy,limit,99.84,90
484.700000,5065,N10,buy,cancel,99.89,63
484.700000,5134,N10,buy,limit,99.97,91
484.800000,5135,N1,sell,market,,89
485.100000,5136,N2,sell,limit,100.04,29
485.300000,5137,N12,sell,market,,41
485.400000,5046,N6,buy,cancel,99.88,43
485.400000,5138,N6,sell,limit,100.23,53
485.400000,5139,N7,buy,limit,100.04,25
485.600000,5136,N2,sell,cancel,100.04,28
485.600000,5140,N2,buy,limit,100.08,14
485.600000,5100,N13,buy,cancel,99.78,81
485.600000,5141,N13,buy,limit,100.05,47
485.700000,5142,N8,buy,limit,100.16,39
485.800000,5143,N1,buy,market,,60
485.800000,5144,N12,sell,market,,62
486.000000,5145,MM,buy,limit,100.14,80
486.000000,5146,MM,sell,limit,100.24,80
486.300000,5147,N0,buy,limit,100.20,12
486.300000,5148,N3,buy,limit,100.12,12
486.400000,5149,N13,sell,limit,100.31,88
486.700000,5150,N7,buy,limit,99.94,17
486.700000,5151,N12,buy,limit,100.10,14
486.800000,5152,N0,buy,limit,100.22,60
487.200000,5109,N10,buy,cancel,99.87,61
487.200000,5153,N10,buy,market,,87
487.200000,5154,CA,sell,limit,100.27,14
487.300000,5155,N4,buy,limit,100.24,98
487.300000,5156,CB,sell,limit,100.31,90
487.500000,5157,N7,buy,market,,18
487.600000,5158,N7,sell,limit,100.31,97
487.800000,5159,N4,buy,limit,100.07,65
487.800000,5156,CB,sell,cancel,100.31,90
487.800000,5160,CB,sell,limit,100.23,79
487.900000,5161,N12,buy,limit,100.09,82
488.000000,5162,N9,sell,limit,100.32,81
488.300000,5163,N4,sell,market,,44
488.300000,5164,N11,sell,limit,100.40,30
488.300000,5034,CA,buy,cancel,99.60,66
488.300000,5165,CA,buy,limit,100.23,94
488.500000,5166,N7,buy,market,,82
488.600000,5167,N12,buy,limit,100.16,21
488.700000,5168,N2,sell,limit,100.34,12
488.700000,5169,N11,buy,market,,62
488.800000,5170,N10,buy,market,,44
488.900000,5171,N1,buy,market,,80
489.000000,5172,N11,buy,market,,75
489.000000,5151,N12,buy,cancel,100.10,14
489.000000,5173,N12,buy,limit,100.21,73
489.000000,5145,MM,buy,cancel,100.14,36
489.000000,5174,MM,buy,limit,100.33,80
489.000000,5175,MM,sell,limit,100.43,80
489.000000,5165,CA,buy,cancel,100.23,61
489.000000,5176,CA,buy,market,,99
489.100000,5177,N2,buy,market,,60
489.200000,5133,N11,buy,cancel,99.84,90
489.200000,5178,N11,sell,limit,100.55,57
489.400000,5179,N5,buy,limit,100.25,25
489.400000,5180,N11,sell,market,,68
489.500000,5181,N2,buy,limit,100.16,42
489.500000,5148,N3,buy,cancel,100.12,12
489.500000,5182,N3,buy,limit,100.37,86
489.500000,5183,N10,buy,market,,57
489.500000,5184,CB,buy,limit,100.37,35
489.800000,5185,N1,buy,limit,100.27,69
489.900000,5185,N1,buy,cancel,100.27,69
489.900000,5186,N1,buy,limit,100.30,51
489.900000,5187,N14,sell,limit,100.43,95
490.100000,5188,N9,buy,market,,47
490.300000,5189,N1,buy,market,,38
490.300000,5159,N4,buy,cancel,100.07,65
490.300000,5190,N4,sell,limit,100.56,55
490.300000,5191,N8,buy,limit,99.94,77
490.400000,5192,N3,buy,limit,100.41,55
490.500000,5193,N12,buy,market,,19
490.600000,5194,N2,sell,limit,100.46,21
490.600000,5195,N3,sell,limit,100.64,32
490.600000,5191,N8,buy,cancel,99.94,77
490.600000,5196,N8,sell,limit,100.58,71
490.700000,5197,CA,buy,limit,100.29,29
490.800000,5186,N1,buy,cancel,100.30,51
490.800000,5198,N1,buy,limit,100.38,97
491.000000,5198,N1,buy,cancel,100.38,97
491.000000,5199,N1,buy,limit,100.27,19
491.500000,5200,N10,buy,limit,100.39,90
491.700000,5201,N6,sell,limit,100.52,51
491.800000,5190,N4,sell,cancel,100.56,46
491.800000,5202,N4,buy,limit,100.30,86
491.800000,5203,CA,buy,limit,100.29,51
492.000000,5194,N2,sell,cancel,100.46,21
492.000000,5204,N2,buy,market,,89
492.000000,5205,MM,buy,limit,100.25,80
492.000000,5206,MM,sell,limit,100.35,80
492.100000,5207,N2,buy,limit,100.15,78
492.100000,5208,N3,buy,limit,100.19,76
492.100000,5209,N10,buy,limit,100.07,95
492.200000,5210,N11,sell,limit,100.29,53
492.300000,5150,N7,buy,cancel,99.94,17
492.300000,5211,N7,buy,limit,100.22,84
492.300000,5212,CB,buy,limit,100.23,21
492.400000,5211,N7,buy,cancel,100.22,84
492.400000,5213,N7,sell,limit,100.21,81
492.400000,5214,N13,buy,limit,100.15,90
492.700000,5215,N1,sell,market,,27
492.700000,5209,N10,buy,cancel,100.07,95
492.700000,5216,N10,sell,market,,17
493.000000,5217,N7,sell,market,,31
493.400000,5196,N8,sell,cancel,100.58,33
493.400000,5218,N8,sell,limit,100.35,59
493.400000,5219,N14,sell,limit,100.23,86
493.600000,5220,N9,sell,market,,22
493.700000,5221,N7,sell,limit,100.18,40
493.800000,5222,N4,sell,limit,100.21,30
493.900000,5223,N10,sell,limit,100.15,70
494.000000,5224,N5,sell,limit,100.39,83
494.000000,5218,N8,sell,cancel,100.35,59
494.000000,5225,N8,sell,limit,100.41,52
494.100000,5049,N0,buy,cancel,99.92,4
494.100000,5226,N0,sell,market,,38
494.100000,5227,N4,buy,market,,21
494.100000,5228,N7,buy,limit,100.13,74
494.100000,5229,N10,sell,limit,100.23,93
494.200000,5181,N2,buy,cancel,100.16,42
494.200000,5230,N2,buy,market,,18
494.200000,5225,N8,sell,cancel,100.41,52
494.200000,5231,N8,sell,limit,100.12,81
494.400000,5208,N3,buy,cancel,100.19,40
494.400000,5232,N3,sell,market,,71
494.500000,5233,N6,sell,market,,66
494.500000,5234,N12,sell,limit,100.32,71
494.500000,5235,CA,sell,market,,52
494.700000,5236,N9,sell,limit,100.16,34
494.800000,5237,N0,sell,limit,100.22,25
494.900000,5238,N5,sell,limit,100.21,96
495.000000,5239,N1,buy,market,,94
495.000000,5240,MM,buy,limit,100.11,80
495.000000,5241,MM,sell,limit,100.21,80
495.100000,5229,N10,sell,cancel,100.23,75
495.100000,5242,N10,buy,market,,90
495.300000,5243,N10,buy,market,,41
495.400000,5244,N5,sell,limit,100.28,24
495.400000,5245,N13,sell,limit,100.23,53
495.500000,5245,N13,sell,cancel,100.23,53
495.500000,5246,N13,buy,limit,100.05,17
495.600000,5247,N1,sell,limit,100.15,74
495.600000,5248,N12,sell,limit,100.26,23
495.800000,5249,N14,sell,market,,98
495.900000,5250,N9,sell,limit,100.23,65
496.000000,5251,N10,buy,limit,100.09,55
496.100000,5252,N3,sell,limit,100.19,12
496.200000,5253,N13,sell,market,,90
496.400000,5254,N6,sell,limit,100.58,87
496.500000,5255,N8,buy,limit,100.10,64
496.800000,5195,N3,sell,cancel,100.64,32
496.800000,5256,N3,sell,limit,100.26,19
497.000000,5257,N12,sell,limit,100.23,30
497.000000,5258,N14,buy,limit,99.89,89
497.100000,5259,N4,sell,market,,51
497.100000,5260,N9,buy,limit,100.19,87
497.100000,5261,CB,sell,limit,100.21,98
497.300000,5262,N3,sell,limit,100.18,15
497.500000,5263,N12,sell,market,,33
497.600000,5264,N10,sell,limit,100.34,63
497.700000,5265,N3,sell,limit,100.25,98
497.700000,5266,N8,buy,limit,100.12,64
497.800000,5237,N0,sell,cancel,100.22,10
497.800000,5267,N0,sell,limit,100.29,22
497.900000,5244,N5,sell,cancel,100.28,24
497.900000,5268,N5,sell,market,,52
497.900000,5269,N14,buy,limit,100.01,55
498.000000,5161,N12,buy,cancel,100.09,28
498.000000,5270,N12,sell,limit,100.15,76
498.000000,5271,MM,buy,limit,100.09,80
498.000000,5272,MM,sell,limit,100.19,80
498.100000,5273,N0,sell,market,,79
498.100000,5264,N10,sell,cancel,100.34,63
498.100000,5274,N10,buy,limit,100.12,19
498.200000,5224,N5,sell,cancel,100.39,62
498.200000,5275,N5,sell,market,,39
498.300000,5258,N14,buy,cancel,99.89,89
498.300000,5276,N14,sell,market,,20
498.400000,5277,N2,buy,market,,28
498.600000,5278,N11,sell,limit,100.28,79
498.600000,5270,N12,sell,cancel,100.15,48
498.600000,5279,N12,buy,market,,19
498.800000,5280,N0,buy,market,,68
498.800000,5281,N2,sell,market,,19
498.800000,5282,N4,buy,limit,100.08,66
498.900000,5283,N7,buy,limit,100.22,28
499.000000,5284,N1,buy,limit,100.20,14
499.000000,5285,N4,sell,limit,100.28,36
499.200000,5286,N4,buy,market,,95
499.200000,5287,N6,buy,market,,74
499.300000,5288,N9,buy,limit,99.98,20
499.400000,5289,N7,buy,limit,100.19,72
499.500000,5290,N2,sell,limit,100.48,28
499.500000,5291,N4,sell,limit,100.40,37
499.600000,5290,N2,sell,cancel,100.48,28
499.600000,5292,N2,sell,market,,58
499.800000,5246,N13,buy,cancel,100.05,17
499.800000,5293,N13,buy,limit,100.22,66
500.000000,5294,N1,buy,limit,100.07,64
500.000000,5285,N4,sell,cancel,100.28,36
500.000000,5295,N4,buy,market,,61
500.000000,5296,N13,sell,limit,100.45,76
500.100000,5297,N4,buy,limit,100.04,12
500.100000,5298,N12,sell,limit,100.29,93
500.100000,5299,N13,buy,limit,100.25,14
500.400000,5288,N9,buy,cancel,99.98,20
500.400000,5300,N9,buy,limit,100.20,81
500.400000,5278,N11,sell,cancel,100.28,79
500.400000,5301,N11,buy,limit,100.19,67
500.500000,5302,N3,buy,limit,100.21,51
500.500000,5303,N14,buy,limit,100.22,30
500.600000,5293,N13,buy,cancel,100.22,66
500.600000,5304,N13,buy,limit,100.23,59
500.800000,5305,CA,sell,market,,44
500.900000,5256,N3,sell,cancel,100.26,19
500.900000,5306,N3,buy,limit,100.16,12
500.900000,5307,N4,buy,limit,100.15,17
500.900000,5269,N14,buy,cancel,100.01,55
500.900000,5308,N14,sell,market,,59
501.000000,5271,MM,buy,cancel,100.09,9
501.000000,5309,MM,buy,limit,100.19,80
501.000000,5310,MM,sell,limit,100.29,80
501.300000,5311,N0,sell,limit,100.28,66
501.300000,5312,N10,sell,market,,28
501.400000,5301,N11,buy,cancel,100.19,67
501.400000,5313,N11,buy,limit,99.89,34
501.400000,5314,N13,buy,market,,13
501.500000,5315,CA,sell,limit,100.42,33
501.600000,5316,N8,sell,market,,16
501.900000,5317,CB,buy,limit,100.15,18
502.100000,5318,N10,buy,limit,100.04,74
502.200000,5254,N6,sell,cancel,100.58,87
502.200000,5319,N6,sell,market,,58
502.300000,5320,N14,sell,market,,48
502.400000,5306,N3,buy,cancel,100.16,12
502.400000,5321,N3,sell,market,,47
502.400000,5296,N13,sell,cancel,100.45,76
502.400000,5322,N13,sell,limit,100.21,51
502.400000,5323,N14,sell,limit,100.12,74
502.600000,5265,N3,sell,cancel,100.25,13
502.600000,5324,N3,buy,market,,79
502.600000,5131,CB,buy,cancel,99.85,47
502.600000,5325,CB,buy,limit,100.11,64
503.000000,5326,N0,sell,limit,100.15,11
503.000000,5297,N4,buy,cancel,100.04,12
503.000000,5327,N4,buy,limit,100.02,85
503.000000,5328,N6,sell,limit,100.09,55
503.200000,5329,N13,sell,market,,46
503.200000,5330,N14,buy,limit,99.99,40
503.300000,5331,N0,sell,market,,42
503.300000,5332,N11,sell,limit,100.31,71
503.400000,5333,N5,sell,market,,99
503.400000,5334,N9,buy,limit,100.06,79
503.400000,5298,N12,sell,cancel,100.29,93
503.400000,5335,N12,sell,limit,100.06,11
503.600000,5336,N13,sell,limit,100.15,77
503.700000,5267,N0,sell,cancel,100.29,22
503.700000,5337,N0,sell,market,,14
503.700000,5338,CB,sell,limit,100.10,50
503.800000,5339,N3,buy,limit,99.77,65
503.900000,5340,N5,sell,limit,100.09,10
503.900000,5341,N13,buy,market,,71
504.000000,5310,MM,sell,cancel,100.29,80
504.000000,5342,MM,buy,limit,99.99,80
504.000000,5343,MM,sell,limit,100.09,80
504.300000,5291,N4,sell,cancel,100.40,37
504.300000,5344,N4,buy,market,,56
504.300000,5345,N6,sell,limit,100.24,37
504.300000,5336,N13,sell,cancel,100.15,77
504.300000,5346,N13,sell,market,,46
504.400000,5347,N7,sell,market,,29
504.500000,5348,N1,sell,limit,100.11,22
504.500000,5349,N10,sell,market,,11
504.600000,5350,N5,sell,market,,72
504.900000,5351,N8,buy,limit,99.96,45
504.900000,5352,N10,sell,limit,100.13,17
504.900000,5313,N11,buy,cancel,99.89,34
504.900000,5353,N11,sell,market,,29
505.100000,5354,N7,sell,market,,58
505.100000,5355,N13,buy,limit,100.08,75
505.300000,5351,N8,buy,cancel,99.96,45
505.300000,5356,N8,buy,limit,100.07,95
505.300000,5248,N12,sell,cancel,100.26,5
505.300000,5357,N12,buy,limit,100.10,28
505.400000,5345,N6,sell,cancel,100.24,37
505.400000,5358,N6,sell,market,,36
505.400000,5359,N12,sell,limit,100.13,89
505.500000,5360,N1,buy,limit,100.08,26
505.500000,5339,N3,buy,cancel,99.77,65
505.500000,5361,N3,sell,market,,60
505.600000,5362,N5,sell,limit,100.18,97
505.600000,5359,N12,sell,cancel,100.13,89
505.600000,5363,N12,sell,limit,100.14,20
505.700000,5364,N7,sell,limit,100.16,65
505.900000,5365,N8,sell,limit,100.16,33
505.900000,5352,N10,sell,cancel,100.13,17
505.900000,5366,N10,sell,market,,30
506.000000,5367,N9,sell,market,,97
506.100000,5368,N0,sell,limit,100.16,87
506.100000,5365,N8,sell,cancel,100.16,33
506.100000,5369,N8,buy,limit,100.12,42
506.200000,5370,N10,sell,limit,100.20,42
506.300000,5371,N1,sell,limit,100.60,99
506.400000,5370,N10,sell,cancel,100.20,42
506.400000,5372,N10,sell,limit,100.21,21
506.600000,5311,N0,sell,cancel,100.28,66
506.600000,5373,N0,sell,limit,100.19,32
506.800000,5374,N6,buy,limit,100.02,19
506.800000,5369,N8,buy,cancel,100.12,20
506.800000,5375,N8,buy,limit,99.94,11
506.900000,5376,N13,buy,limit,100.12,64
507.000000,5377,N11,buy,limit,100.12,12
507.000000,5378,N14,buy,market,,18
507.000000,5342,MM,buy,cancel,99.99,17
507.000000,5379,MM,buy,limit,100.12,80
507.000000,5380,MM,sell,limit,100.22,80
507.100000,5368,N0,sell,cancel,100.16,87
507.100000,5381,N0,buy,limit,100.05,29
507.100000,5382,N13,sell,limit,100.21,91
507.200000,5382,N13,sell,cancel,100.21,91
507.200000,5383,N13,buy,limit,100.15,87
507.300000,5371,N1,sell,cancel,100.60,99
507.300000,5384,N1,buy,limit,100.06,33
507.300000,5385,N3,buy,limit,100.05,45
507.600000,5386,N4,buy,limit,100.21,61
507.600000,5387,N6,sell,limit,100.27,70
507.600000,5388,N10,buy,market,,85
507.800000,5372,N10,sell,cancel,100.21,21
507.800000,5389,N10,buy,limit,100.07,23
507.900000,5390,N0,buy,limit,100.00,42
507.900000,5376,N13,buy,cancel,100.12,64
507.900000,5391,N13,sell,limit,100.31,45
508.100000,5362,N5,sell,cancel,100.18,16
508.100000,5392,N5,buy,market,,99
508.200000,5393,N13,buy,limit,100.26,53
508.300000,5394,N13,buy,limit,100.23,86
508.400000,5395,N10,buy,limit,100.30,50
508.500000,5396,N2,buy,market,,49
508.500000,5394,N13,buy,cancel,100.23,86
508.500000,5397,N13,buy,market,,27
508.700000,5398,N13,sell,limit,100.39,45
508.800000,5399,N7,sell,limit,100.32,82
508.800000,5400,N9,sell,limit,100.41,79
508.800000,5401,N11,buy,limit,100.16,59
509.000000,5389,N10,buy,cancel,100.07,23
509.000000,5402,N10,sell,limit,100.30,37
509.100000,5401,N11,buy,cancel,100.16,59
509.100000,5403,N11,sell,limit,100.26,35
509.200000,5404,N1,buy,limit,100.17,43
509.500000,5405,N0,sell,limit,100.22,72
509.500000,5375,N8,buy,cancel,99.94,11
509.500000,5406,N8,buy,limit,99.96,86
509.800000,5407,N2,buy,limit,100.12,76
509.900000,5408,N10,sell,limit,100.19,99
509.900000,5234,N12,sell,cancel,100.32,71
509.900000,5409,N12,buy,limit,99.90,91
509.900000,5398,N13,sell,cancel,100.39,45
509.900000,5410,N13,buy,limit,100.00,83
510.000000,5379,MM,buy,cancel,100.12,80
510.000000,5411,MM,buy,limit,100.13,80
510.000000,5412,MM,sell,limit,100.23,80
510.000000,5315,CA,sell,cancel,100.42,33
510.000000,5413,CA,buy,limit,99.72,62
510.100000,5383,N13,buy,cancel,100.15,85
510.100000,5414,N13,sell,market,,25
510.200000,5407,N2,buy,cancel,100.12,76
510.200000,5415,N2,sell,limit,100.25,76
510.200000,5416,N14,buy,limit,100.15,78
510.400000,5406,N8,buy,cancel,99.96,86
510.400000,5417,N8,buy,market,,60
510.500000,5404,N1,buy,cancel,100.17,18
510.500000,5418,N1,sell,market,,84
510.500000,5419,N6,buy,limit,99.80,86
510.500000,5420,N10,buy,market,,25
510.600000,5421,N4,buy,market,,27
511.200000,5422,N10,buy,limit,100.17,56
511.400000,5423,N9,buy,limit,100.27,58
511.500000,5422,N10,buy,cancel,100.17,56
511.500000,5424,N10,sell,market,,45
511.600000,5425,N8,sell,limit,100.54,96
511.700000,5384,N1,buy,cancel,100.06,33
511.700000,5426,N1,buy,limit,100.20,59
511.700000,5427,N10,sell,limit,100.26,27
511.900000,5402,N10,sell,cancel,100.30,37
511.900000,5428,N10,sell,limit,100.31,58
511.900000,5391,N13,sell,cancel,100.31,45
511.900000,5429,N13,buy,limit,100.19,80
512.000000,5430,N13,sell,limit,100.29,64
512.300000,5377,N11,buy,cancel,100.12,12
512.300000,5431,N11,buy,market,,12
512.500000,5425,N8,sell,cancel,100.54,96
512.500000,5432,N8,sell,limit,100.40,81
512.500000,5410,N13,buy,cancel,100.00,83
512.500000,5433,N13,sell,limit,100.12,78
512.700000,5434,N1,sell,limit,100.31,97
512.700000,5428,N10,sell,cancel,100.31,58
512.700000,5435,N10,sell,limit,100.12,11
512.700000,5436,N13,sell,limit,100.16,50
512.700000,5437,CB,sell,limit,100.14,64
512.800000,5438,N5,sell,limit,100.10,54
512.900000,5439,N12,sell,limit,100.44,25
513.000000,5412,MM,sell,cancel,100.23,64
513.000000,5440,MM,buy,limit,100.02,80
513.000000,5441,MM,sell,limit,100.12,80
513.100000,5442,N2,sell,limit,100.18,68
513.100000,5443,N14,sell,market,,52
513.200000,5444,N3,buy,market,,99
513.200000,5445,N5,buy,limit,100.09,94
513.300000,5446,N14,sell,limit,100.15,56
513.600000,5415,N2,sell,cancel,100.25,76
513.600000,5447,N2,sell,limit,100.19,21
513.600000,5448,N10,sell,limit,100.15,81
513.600000,5332,N11,sell,cancel,100.31,15
513.600000,5449,N11,sell,market,,94
513.900000,5450,N12,sell,limit,100.25,90
514.000000,5446,N14,sell,cancel,100.15,56
514.000000,5451,N14,sell,market,,27
514.100000,5390,N0,buy,cancel,100.00,42
514.100000,5452,N0,sell,market,,70
514.100000,5453,N11,sell,limit,100.10,66
514.200000,5454,N5,buy,market,,80
514.200000,5430,N13,sell,cancel,100.29,64
514.200000,5455,N13,sell,limit,100.13,53
514.300000,5434,N1,sell,cancel,100.31,97
514.300000,5456,N1,sell,market,,74
514.300000,5457,N2,sell,market,,89
514.400000,5458,N1,buy,market,,58
514.400000,5459,N13,sell,limit,100.19,47
514.600000,5400,N9,sell,cancel,100.41,79
514.600000,5460,N9,sell,limit,100.11,81
514.800000,5461,N0,sell,limit,100.10,30
514.800000,5459,N13,sell,cancel,100.19,47
514.800000,5462,N13,sell,limit,100.10,35
515.000000,5463,N4,buy,limit,100.03,93
515.000000,5464,N5,sell,limit,100.18,25
515.000000,5399,N7,sell,cancel,100.32,82
515.000000,5465,N7,sell,limit,100.37,28
515.100000,5466,N6,sell,limit,100.08,19
515.200000,5467,N11,sell,market,,93
515.300000,5468,N14,buy,market,,87
515.600000,5469,N5,sell,limit,100.31,45
515.600000,5470,N14,sell,market,,13
515.700000,5465,N7,sell,cancel,100.37,28
515.700000,5471,N7,sell,limit,100.23,78
515.700000,5472,N11,sell,limit,100.74,61
515.700000,5413,CA,buy,cancel,99.72,62
515.700000,5473,CA,sell,limit,100.37,31
515.800000,5474,N14,sell,market,,99
515.900000,5475,N2,sell,limit,100.15,11
516.000000,5476,N2,buy,limit,99.86,24
516.000000,5477,N10,sell,market,,45
516.000000,5478,MM,buy,limit,100.01,80
516.000000,5479,MM,sell,limit,100.11,80
516.100000,5480,N10,sell,market,,96
516.200000,5481,N7,sell,market,,95
516.400000,5482,N0,sell,limit,100.21,97
516.900000,5483,CA,buy,limit,99.96,21
517.000000,5484,N8,buy,market,,12
517.200000,5485,CB,buy,limit,99.91,33
517.300000,5460,N9,sell,cancel,100.11,66
517.300000,5486,N9,sell,limit,100.10,55
517.400000,5471,N7,sell,cancel,100.23,78
517.400000,5487,N7,sell,limit,100.28,92
517.400000,5488,N8,buy,limit,99.98,52
517.500000,5437,CB,sell,cancel,100.14,51
517.500000,5489,CB,sell,limit,100.07,17
517.800000,5490,N1,sell,limit,100.38,40
517.800000,5450,N12,sell,cancel,100.25,90
517.800000,5491,N12,sell,market,,58
517.900000,5492,N14,sell,limit,100.06,70
518.000000,5475,N2,sell,cancel,100.15,11
518.000000,5493,N2,sell,limit,100.60,53
518.000000,5486,N9,sell,cancel,100.10,55
518.000000,5494,N9,buy,limit,99.97,78
518.000000,5495,N10,sell,limit,100.18,91
518.100000,5496,N3,buy,limit,99.82,83
518.100000,5497,CA,sell,market,,15
518.300000,5498,N14,sell,limit,100.05,11
518.600000,5499,N5,sell,market,,11
518.700000,5500,N0,sell,limit,100.09,53
518.900000,5469,N5,sell,cancel,100.31,45
518.900000,5501,N5,buy,market,,32
519.000000,5502,N2,sell,market,,99
519.000000,5479,MM,sell,cancel,100.11,80
519.000000,5503,MM,buy,limit,100.03,80
519.000000,5504,MM,sell,limit,100.13,80
519.200000,5505,N14,sell,limit,100.31,67
519.300000,5506,N0,buy,limit,99.83,31
519.300000,5507,N3,sell,limit,100.20,48
519.300000,5505,N14,sell,cancel,100.31,67
519.300000,5508,N14,sell,limit,100.21,47
519.400000,5509,N3,sell,limit,100.08,98
519.400000,5464,N5,sell,cancel,100.18,25
519.400000,5510,N5,buy,limit,100.01,86
519.600000,5511,N9,sell,limit,100.16,44
519.700000,5512,N1,sell,limit,100.38,94
519.700000,5473,CA,sell,cancel,100.37,31
519.700000,5513,CA,sell,market,,78
519.800000,5447,N2,sell,cancel,100.19,21
519.800000,5514,N2,sell,limit,100.04,56
519.800000,5515,N6,sell,limit,100.08,47
519.800000,5516,N12,sell,limit,100.05,58
519.900000,5517,N2,buy,limit,100.01,81
520.300000,5518,N4,sell,limit,100.13,40
520.500000,5510,N5,buy,cancel,100.01,86
520.500000,5519,N5,buy,market,,25
520.600000,5482,N0,sell,cancel,100.21,97
520.600000,5520,N0,sell,limit,100.09,24
520.700000,5511,N9,sell,cancel,100.16,44
520.700000,5521,N9,sell,limit,100.10,67
520.800000,5522,N2,buy,limit,100.09,68
520.800000,5523,N3,buy,market,,43
520.800000,5524,N12,buy,limit,100.04,13
520.800000,5525,CB,sell,limit,100.10,62
520.900000,5526,N2,sell,market,,53
520.900000,5527,N3,buy,limit,100.01,78
520.900000,5528,CA,buy,limit,99.61,54
521.100000,5496,N3,buy,cancel,99.82,83
521.100000,5529,N3,sell,market,,45
521.100000,5530,N9,buy,limit,99.96,31
521.200000,5531,N1,buy,market,,38
521.200000,5528,CA,buy,cancel,99.61,54
521.200000,5532,CA,sell,limit,100.15,11
521.200000,5525,CB,sell,cancel,100.10,62
521.200000,5533,CB,sell,market,,16
521.600000,5534,N3,sell,limit,100.08,71
521.900000,5472,N11,sell,cancel,100.74,61
521.900000,5535,N11,buy,market,,35
522.000000,5536,N0,buy,market,,74
522.000000,5432,N8,sell,cancel,100.40,81
522.000000,5537,N8,buy,limit,100.00,98
522.000000,5504,MM,sell,cancel,100.13,80
522.000000,5538,MM,buy,limit,100.04,80
522.000000,5539,MM,sell,limit,100.14,80
522.100000,5540,N14,buy,market,,51
522.300000,5534,N3,sell,cancel,100.08,62
522.300000,5541,N3,buy,limit,99.94,43
522.300000,5542,N8,sell,limit,100.09,93
522.400000,5543,N5,buy,limit,100.05,47
522.400000,5521,N9,sell,cancel,100.10,67
522.400000,5544,N9,buy,limit,100.07,64
522.400000,5545,N12,sell,market,,64
522.600000,5546,N0,buy,market,,41
522.600000,5547,N1,buy,limit,100.00,38
